family,system,littera,popularName,quantityKind,placement,room_name,room_littera,storey,sensor_id,parent_device_id,latest_value,age_hours_at_probe,edgeStatus
Lindinvent,Lindinvent,LB81-5152C-VFD101/8009,LB81-5152C-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,7c1dd45a-6477-42f2-a232-6dc7608073b2,6ae6c4f8-1499-4b40-a77e-ce5fab3cbe4f,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD101/9004,LB81-5152C-VFD101 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,d1db1989-cc24-4e46-8475-9f435baed32b,6ae6c4f8-1499-4b40-a77e-ce5fab3cbe4f,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD101/9070,LB81-5152C-VFD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,77b3e914-d93f-42c1-9229-5ef17ae3ab8b,6ae6c4f8-1499-4b40-a77e-ce5fab3cbe4f,21.3,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD101/9090,LB81-5152C-VFD101 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,4809ad86-6e06-4e5a-b6d3-4a8d0f072189,6ae6c4f8-1499-4b40-a77e-ce5fab3cbe4f,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/-12,LB81-5152C-VFD102 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,1a33d2fa-c864-4553-be83-8f157202725a,28c3466f-5ba8-495d-bdc2-e5d66c47b541,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/4151,LB81-5152C-VFD102 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,f91d4964-ea80-4d18-b984-9b8b61235640,28c3466f-5ba8-495d-bdc2-e5d66c47b541,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/4152,LB81-5152C-VFD102 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,3ffe8bdf-afaf-439b-90ae-7c725492cfac,28c3466f-5ba8-495d-bdc2-e5d66c47b541,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/8006,LB81-5152C-VFD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,084da736-f1ee-48f8-9f52-e34a50b43a0e,28c3466f-5ba8-495d-bdc2-e5d66c47b541,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/8009,LB81-5152C-VFD102 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,e82a356a-f689-4f28-aaaf-555843527690,28c3466f-5ba8-495d-bdc2-e5d66c47b541,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/9004,LB81-5152C-VFD102 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,3020e1f1-e8a7-4a07-bd3f-c80e67cb8e9e,28c3466f-5ba8-495d-bdc2-e5d66c47b541,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/9070,LB81-5152C-VFD102 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,720da3d5-9231-420e-b4a3-e3d8e22bfc6b,28c3466f-5ba8-495d-bdc2-e5d66c47b541,21.3,0.3,OK
Lindinvent,Lindinvent,LB81-5152C-VFD102/9090,LB81-5152C-VFD102 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,932c0ed1-50e9-4adc-bbd4-33dd54aedb84,28c3466f-5ba8-495d-bdc2-e5d66c47b541,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD11/-12,LB81-5152G-KTD11 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,fcbb36df-c4c9-4d2d-8695-b868898768b9,468fb739-95bd-43b6-9dfc-c180a1391f87,3.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD11/-20,LB81-5152G-KTD11 Pressure,Pressure,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,9b434710-3dd9-407c-b28f-74da76e00a41,468fb739-95bd-43b6-9dfc-c180a1391f87,0.1,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD11/8007,LB81-5152G-KTD11 Pressure setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,7e67cd78-989a-45a4-9ee2-78ffca532b4b,468fb739-95bd-43b6-9dfc-c180a1391f87,7.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD21/-13,LB81-5152G-KTD21 Exhaust air flow,Flow,ExhaustAir,ÖPPET KONTOR,5152,PLAN 8,78334c9b-1abc-4ec0-b5a2-b509a5e53bf7,c93eeb2a-d9f8-4b6e-a29a-aad6073b43fd,-6.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD21/-20,LB81-5152G-KTD21 Pressure,Pressure,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,32263df1-74a1-4708-8f8c-c7051705fefb,c93eeb2a-d9f8-4b6e-a29a-aad6073b43fd,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152G-KTD21/8007,LB81-5152G-KTD21 Pressure setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,8cf9b504-a4d9-4f4f-80c6-d3273c95204d,c93eeb2a-d9f8-4b6e-a29a-aad6073b43fd,77.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD101/8006,LB81-5152H-HD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,437c9514-443b-48d1-9247-183971289222,e274c65f-890c-48b5-9a8a-258f87055aa6,22.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD101/9070,LB81-5152H-HD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,cd2381f8-2db0-4b0c-b1e7-3eb06bf7bf9b,e274c65f-890c-48b5-9a8a-258f87055aa6,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD102/8006,LB81-5152H-HD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,19ba60cb-0358-4dd4-86b6-aa21535de0f6,4a34bf99-ceb4-4485-bfa2-092a14c281ba,22.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD102/9070,LB81-5152H-HD102 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,6bc55324-1a5c-4873-8a11-7ad949000538,4a34bf99-ceb4-4485-bfa2-092a14c281ba,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD103/8006,LB81-5152H-HD103 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,19844957-0009-4a4c-91cc-7f4cc0adff2e,a8630398-b7c5-4f48-afb3-821dabd23eb2,22.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-HD103/9070,LB81-5152H-HD103 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,3a30f710-08ae-455e-86f8-a39571ce75a5,a8630398-b7c5-4f48-afb3-821dabd23eb2,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/-12,LB81-5152H-VFD101 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,afdbe574-b632-4bb0-8fab-d9c020677d4c,d69ac30b-2081-49a0-a68e-92907d01ff7b,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/4151,LB81-5152H-VFD101 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,4df3a8ce-d33a-4b3e-86a9-9f856bcff132,d69ac30b-2081-49a0-a68e-92907d01ff7b,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/4152,LB81-5152H-VFD101 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,75e0aa55-3044-4d45-a952-196d59e09c4f,d69ac30b-2081-49a0-a68e-92907d01ff7b,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/8006,LB81-5152H-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,74434cc4-e00d-4760-8ff9-9cdb40188fb0,d69ac30b-2081-49a0-a68e-92907d01ff7b,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/8009,LB81-5152H-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,50b4f199-8685-486d-bf3b-7e418e55e332,d69ac30b-2081-49a0-a68e-92907d01ff7b,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/9004,LB81-5152H-VFD101 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,d8f9a804-39c9-4eec-8419-410618f86f0a,d69ac30b-2081-49a0-a68e-92907d01ff7b,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/9070,LB81-5152H-VFD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,5f4f1e45-7e90-4519-bc4f-6352d66e3254,d69ac30b-2081-49a0-a68e-92907d01ff7b,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD101/9090,LB81-5152H-VFD101 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,b3fe2660-592e-4317-8af5-112c1cdf5130,d69ac30b-2081-49a0-a68e-92907d01ff7b,475.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/-12,LB81-5152H-VFD102 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,3992d85e-0afc-46d9-a8ad-e9f5fcff5c63,46bf2b22-9950-4567-8848-336327ae9b28,1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/4151,LB81-5152H-VFD102 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,89025fa9-511d-4723-9d83-af5a3476a8b3,46bf2b22-9950-4567-8848-336327ae9b28,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/4152,LB81-5152H-VFD102 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,7409eacd-80d0-4e2f-942f-e7cbbb6dc6f2,46bf2b22-9950-4567-8848-336327ae9b28,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/8006,LB81-5152H-VFD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,6e148965-7571-4b5d-a2f3-b7fd32a666c7,46bf2b22-9950-4567-8848-336327ae9b28,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/8009,LB81-5152H-VFD102 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,7e47cec8-6dfc-4586-9ebc-c669b2b472a8,46bf2b22-9950-4567-8848-336327ae9b28,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/9004,LB81-5152H-VFD102 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,897de3d2-79b3-4cb0-a3cc-9913a5491752,46bf2b22-9950-4567-8848-336327ae9b28,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/9070,LB81-5152H-VFD102 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,53a2bd63-32be-4532-a3b3-100369695fbf,46bf2b22-9950-4567-8848-336327ae9b28,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD102/9090,LB81-5152H-VFD102 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,1339ce1f-2036-4269-bfc1-1a7f1aae6d63,46bf2b22-9950-4567-8848-336327ae9b28,474.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/-12,LB81-5152H-VFD103 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,e143d0b4-ab2e-46a9-a9a7-48327d50ba1c,35665c32-66f5-42ca-9849-07ec2020b15e,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/4151,LB81-5152H-VFD103 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,c320ed2e-deec-4ef6-98e8-9a414b13e7ed,35665c32-66f5-42ca-9849-07ec2020b15e,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/4152,LB81-5152H-VFD103 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,2ac6d4a3-d83e-4657-b4a7-020cf59442f3,35665c32-66f5-42ca-9849-07ec2020b15e,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/8006,LB81-5152H-VFD103 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,b659cea7-dda7-4062-a248-de39ab04a3c4,35665c32-66f5-42ca-9849-07ec2020b15e,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/8009,LB81-5152H-VFD103 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,646fd838-ce79-4e1f-bfb2-a1fbde921edd,35665c32-66f5-42ca-9849-07ec2020b15e,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/9004,LB81-5152H-VFD103 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,1947b544-c30b-41c5-a128-87690eaf3361,35665c32-66f5-42ca-9849-07ec2020b15e,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/9070,LB81-5152H-VFD103 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,b2581e35-fd29-4d4f-9376-d5b1b1999cd4,35665c32-66f5-42ca-9849-07ec2020b15e,21.8,0.3,OK
Lindinvent,Lindinvent,LB81-5152H-VFD103/9090,LB81-5152H-VFD103 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,1b605637-274f-469f-9df7-2a8271e31f03,35665c32-66f5-42ca-9849-07ec2020b15e,474.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-HD101/8006,LB81-5152J-HD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,4a47564e-757a-4e28-b8cc-54529f2690a8,21f71339-1a3e-424d-94f6-a5fbea11f993,22.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-HD101/9070,LB81-5152J-HD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,efc6574f-097e-4082-963e-e74ad6e982c9,21f71339-1a3e-424d-94f6-a5fbea11f993,22.4,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/-12,LB81-5152J-VFD101 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,f59db1fc-120b-455c-b36a-065d7314fcf0,252f2789-d892-4753-8948-9a5677f07c7c,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/4151,LB81-5152J-VFD101 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,e49707eb-d1cf-46c9-8b05-0e51736a3d63,252f2789-d892-4753-8948-9a5677f07c7c,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/4152,LB81-5152J-VFD101 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,f08b5e88-b567-448c-89e1-49ae8639e8b7,252f2789-d892-4753-8948-9a5677f07c7c,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/8006,LB81-5152J-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,c0187bcd-e9a0-4c80-befd-b8f07e2d621b,252f2789-d892-4753-8948-9a5677f07c7c,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/8009,LB81-5152J-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,3457ddc6-9504-4fd0-b17e-99cd16e0812a,252f2789-d892-4753-8948-9a5677f07c7c,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/9004,LB81-5152J-VFD101 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,2263e676-8272-4f56-9996-ebc544781f24,252f2789-d892-4753-8948-9a5677f07c7c,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/9070,LB81-5152J-VFD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,a75aec12-5f8a-4f0b-86bf-69c763608e3c,252f2789-d892-4753-8948-9a5677f07c7c,22.4,0.3,OK
Lindinvent,Lindinvent,LB81-5152J-VFD101/9090,LB81-5152J-VFD101 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,03e941f3-0fff-4bb5-812e-fe544690e283,252f2789-d892-4753-8948-9a5677f07c7c,464.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-HD101/8006,LB81-5152K-HD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,0ffc0a66-39da-4d1b-bc47-0a66792e6ef1,90adbbe7-92ef-4c86-92d1-a5a6d7c03727,22.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-HD101/9070,LB81-5152K-HD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,5e2b56e1-82b1-4c01-905e-24e749d8c5de,90adbbe7-92ef-4c86-92d1-a5a6d7c03727,21.7,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/4152,LB81-5152K-TD401 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,52dc7457-d55d-4eb1-bc48-b877d3797a82,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/8006,LB81-5152K-TD401 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,e2796b80-44ef-4ddb-98f5-18e97769cc35,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/8009,LB81-5152K-TD401 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,33c461f7-1cce-49c9-9de1-184ccd207b6e,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/9004,LB81-5152K-TD401 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,968a93f3-cddd-47d1-84db-7a41649e2f3c,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/9070,LB81-5152K-TD401 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,19052e43-a318-4862-8e79-540a16c1c8d4,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,21.7,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/9073,LB81-5152K-TD401 Local room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,e631ffa3-9cca-45e0-b14c-5b2c4981fdc6,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,21.7,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/9084,LB81-5152K-TD401 Local supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,2b24b171-0009-4f87-9b7c-1624676f5a22,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,4.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-TD401/9090,LB81-5152K-TD401 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,75cfcb42-921a-41b9-87a2-92ffaf0b3a28,01b822c9-cbf0-4dfc-9b95-389fb63f8ec8,426.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/-12,LB81-5152K-VFD101 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,b089ce79-e6ff-4b45-867b-307bfd726235,742f2494-4d4f-49ee-b3e8-6a22c1509c64,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/4151,LB81-5152K-VFD101 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,78925d6f-62ff-46b4-922c-dab6f949c41b,742f2494-4d4f-49ee-b3e8-6a22c1509c64,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/4152,LB81-5152K-VFD101 Presence,Presence,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,0f09d03a-79c0-42a3-9487-99434c2874c1,742f2494-4d4f-49ee-b3e8-6a22c1509c64,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/8006,LB81-5152K-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,ff7e0405-a918-40f9-a9fd-b8dd2f9c63a2,742f2494-4d4f-49ee-b3e8-6a22c1509c64,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/8009,LB81-5152K-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,7769e78d-bd38-4afb-9d80-fafdf8aa8bdd,742f2494-4d4f-49ee-b3e8-6a22c1509c64,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/9004,LB81-5152K-VFD101 Opening,State,SupplyAir,ÖPPET KONTOR,5152,PLAN 8,ef47379f-4a16-49ef-803b-a83b291df4b9,742f2494-4d4f-49ee-b3e8-6a22c1509c64,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/9070,LB81-5152K-VFD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,36cfc922-f502-4cc2-87de-a879cb861cea,742f2494-4d4f-49ee-b3e8-6a22c1509c64,21.7,0.3,OK
Lindinvent,Lindinvent,LB81-5152K-VFD101/9090,LB81-5152K-VFD101 CO2,CO2,IndoorAir,ÖPPET KONTOR,5152,PLAN 8,8398556b-816e-431c-afbc-9018263f0daf,742f2494-4d4f-49ee-b3e8-6a22c1509c64,428.0,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/-12,LB81-5153-VFD101 Supply air flow,Flow,SupplyAir,LOUNGE,5153,PLAN 8,59f51e1d-0b82-4d50-87ad-31447eb74b7f,02e50fa5-df83-412a-8776-0cc222f469c1,1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/4151,LB81-5153-VFD101 Local presence,Presence,IndoorAir,LOUNGE,5153,PLAN 8,d7efa455-2a51-4e99-b8e4-593c534a7e89,02e50fa5-df83-412a-8776-0cc222f469c1,1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/4152,LB81-5153-VFD101 Presence,Presence,IndoorAir,LOUNGE,5153,PLAN 8,e789d8c3-f3b1-47ff-a879-7d42997238b4,02e50fa5-df83-412a-8776-0cc222f469c1,1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/8006,LB81-5153-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,LOUNGE,5153,PLAN 8,045c0747-cda7-4193-b413-895155c66388,02e50fa5-df83-412a-8776-0cc222f469c1,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/9004,LB81-5153-VFD101 Opening,State,SupplyAir,LOUNGE,5153,PLAN 8,ff0d7289-9d6c-429a-b78f-d4520a0690bb,02e50fa5-df83-412a-8776-0cc222f469c1,16.0,0.3,OK
Lindinvent,Lindinvent,LB81-5153-VFD101/9070,LB81-5153-VFD101 Room temperature,Temperature,IndoorAir,LOUNGE,5153,PLAN 8,26a91271-67d7-4ced-b399-371f5c5c5ece,02e50fa5-df83-412a-8776-0cc222f469c1,21.4,0.3,OK
Lindinvent,Lindinvent,LB81-5154-KTD21/-13,LB81-5154-KTD21 Exhaust air flow,Flow,ExhaustAir,PAUSYTA,5154,PLAN 8,fd205f24-3a85-4c02-8d59-5a9419b0c0d6,53be9c67-1cac-403d-963b-f2cc30723c2a,-1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-KTD21/-20,LB81-5154-KTD21 Pressure,Pressure,IndoorAir,PAUSYTA,5154,PLAN 8,64489b63-77fb-4149-a031-0ebb4afdb445,53be9c67-1cac-403d-963b-f2cc30723c2a,1.2,0.3,OK
Lindinvent,Lindinvent,LB81-5154-KTD21/8007,LB81-5154-KTD21 Pressure setpoint,CapabilityTypeSetpoint,IndoorAir,PAUSYTA,5154,PLAN 8,9ab6791a-7a16-4d6c-9f38-016c9cbe25ce,53be9c67-1cac-403d-963b-f2cc30723c2a,90.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/4152,LB81-5154-TD401 Presence,Presence,IndoorAir,PAUSYTA,5154,PLAN 8,510c86bc-3abb-4d2e-bed6-6166a6cfc16e,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/8006,LB81-5154-TD401 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,PAUSYTA,5154,PLAN 8,c8695d9e-b37f-4794-bc46-a77e211991e8,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,22.5,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/8009,LB81-5154-TD401 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,PAUSYTA,5154,PLAN 8,d60baa41-a8ae-460a-98f9-ecf41bf16517,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,800.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/9004,LB81-5154-TD401 Opening,State,SupplyAir,PAUSYTA,5154,PLAN 8,07b0624f-0a1b-4f8e-a81a-b7755c67549b,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,0.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/9070,LB81-5154-TD401 Room temperature,Temperature,IndoorAir,PAUSYTA,5154,PLAN 8,2789173d-91c7-4f52-95f8-0fd1d00b1043,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,20.9,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/9073,LB81-5154-TD401 Local room temperature,Temperature,IndoorAir,PAUSYTA,5154,PLAN 8,8079fd3e-8ddb-4b2f-aebc-fa168126805a,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,22.2,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/9084,LB81-5154-TD401 Local supply air flow,Flow,SupplyAir,PAUSYTA,5154,PLAN 8,66fcfe1b-454c-40f3-83a2-cebaa78f73b8,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,1.0,0.3,OK
Lindinvent,Lindinvent,LB81-5154-TD401/9090,LB81-5154-TD401 CO2,CO2,IndoorAir,PAUSYTA,5154,PLAN 8,0e1e2448-efe3-4a37-8086-ff928390bffb,7fede1b5-b25e-4d0f-8de8-db7ccc9c6cca,456.0,0.3,OK
